title,address,latitude,longitude,city,state,postal_code,price,facts and features,real estate provider,url
New Construction,2808 Paces Lookout Ln SE,33.864376,-84.473668,Atlanta,GA,30339,"$1,050,000","4 bds , 5 ba , 3,600 sqft",,https://www.zillow.com/homedetails/2808-Paces-Lookout-Ln-SE-Atlanta-GA-30339/2090484326_zpid/
House For Sale,3110 Brandy Sta SE,33.857156,-84.463898,Atlanta,GA,30339,"$935,000","5 bds , 5 ba , 4,066 sqft",,https://www.zillow.com/homedetails/3110-Brandy-Sta-SE-Atlanta-GA-30339/14318700_zpid/
Townhouse For Sale,3003 Ranch Rd SE,33.867496,-84.466415,Atlanta,GA,30339,"$979,000","4 bds , 6 ba , 4,185 sqft",Dorsey Alston Realtors,https://www.zillow.com/homedetails/3003-Ranch-Rd-SE-Atlanta-GA-30339/2144109313_zpid/
Townhouse For Sale,2714 Paces Lookout Way SE,33.863701,-84.474286,Atlanta,GA,30339,"$1,100,000","4 bds , 5 ba , 4,206 sqft",,https://www.zillow.com/homedetails/2714-Paces-Lookout-Way-SE-Atlanta-GA-30339/122468069_zpid/
House For Sale,3961 Paces Ferry Dr SE,33.857133,-84.457456,Atlanta,GA,30339,"$1,999,000","5 bds , 6 ba , 5,552 sqft",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/3961-Paces-Ferry-Dr-SE-Atlanta-GA-30339/14319916_zpid/
Condo For Sale,2400 Cumberland Pkwy SE UNIT 814,33.860197,-84.478973,Atlanta,GA,30339,"$239,900","3 bds , 2 ba , 1,554 sqft",RE/MAX Center,https://www.zillow.com/homedetails/2400-Cumberland-Pkwy-SE-UNIT-814-Atlanta-GA-30339/60157535_zpid/
Condo For Sale,4825 Longcourt Dr SE,33.836474,-84.482899,Atlanta,GA,30339,"$275,000","3 bds , 4 ba , 2,453 sqft",Solid Source Realty GA,https://www.zillow.com/homedetails/4825-Longcourt-Dr-SE-Atlanta-GA-30339/2090528104_zpid/
Townhouse For Sale,5284 Kershaw Ct SE # 1,33.824489,-84.486343,Atlanta,GA,30339,"$265,000","3 bds , 3 ba , 2,332 sqft",GEORGIA REALTY BROKERS INTERNATIONAL CORPORATION,https://www.zillow.com/homedetails/5284-Kershaw-Ct-SE-1-Atlanta-GA-30339/69328255_zpid/
Condo For Sale,4854 Payson Ter SE,33.836008,-84.482935,Atlanta,GA,30339,"$310,000","4 bds , 4 ba , 2,232 sqft",,https://www.zillow.com/homedetails/4854-Payson-Ter-SE-Atlanta-GA-30339/2090541879_zpid/
House For Sale,4668 Woodland Brook Dr SE,33.83956,-84.474041,Atlanta,GA,30339,"$650,000","3 bds , 3 ba , 3,163 sqft",,https://www.zillow.com/homedetails/4668-Woodland-Brook-Dr-SE-Atlanta-GA-30339/14316725_zpid/
Condo For Sale,3300 Windy Ridge Pkwy SE UNIT 913,33.904081,-84.455916,Atlanta,GA,30339,"$335,000","2 bds , 3 ba , 1,380 sqft",,https://www.zillow.com/homedetails/3300-Windy-Ridge-Pkwy-SE-UNIT-913-Atlanta-GA-30339/87685219_zpid/
Townhouse For Sale,3521 Broughton Sq,33.863798,-84.471766,Atlanta,GA,30339,"$575,000","3 bds , 4 ba , 3,002 sqft",,https://www.zillow.com/homedetails/3521-Broughton-Sq-Atlanta-GA-30339/2090604026_zpid/
Townhouse For Sale,2768 Broughton Ln SE,33.864002,-84.472549,Atlanta,GA,30339,"$675,000","3 bds , 4 ba , 2,980 sqft",,https://www.zillow.com/homedetails/2768-Broughton-Ln-SE-Atlanta-GA-30339/2131361278_zpid/
Condo For Sale,200 River Vista Dr UNIT 420,33.901118,-84.439895,ATLANTA,GA,30339,"$345,000","2 bds , 3 ba , 1,500 sqft",,https://www.zillow.com/homedetails/200-River-Vista-Dr-UNIT-420-Atlanta-GA-30339/112432142_zpid/
House For Sale,3039 Wallace Cir SE,33.863048,-84.469106,Atlanta,GA,30339,"$540,000","4 bds , 5 ba , 3,394 sqft",,https://www.zillow.com/homedetails/3039-Wallace-Cir-SE-Atlanta-GA-30339/14317058_zpid/
Condo For Sale,2700 Paces Ferry Rd SE UNIT 903,33.864662,-84.474739,Atlanta,GA,30339,"$1,475,000","2 bds , 3 ba , 3,023 sqft",BEACHAM AND COMPANY REALTORS,https://www.zillow.com/homedetails/2700-Paces-Ferry-Rd-SE-UNIT-903-Atlanta-GA-30339/99892902_zpid/
Townhouse For Sale,4673 Ivygate Cir SE,33.843022,-84.486012,Atlanta,GA,30339,"$397,500","3 bds , 4 ba , 3,042 sqft",,https://www.zillow.com/homedetails/4673-Ivygate-Cir-SE-Atlanta-GA-30339/60156978_zpid/
Condo For Sale,3300 Windy Ridge Pkwy SE UNIT 804,33.904134,-84.45602,Atlanta,GA,30339,"$219,000","1 bd , 1 ba , 806 sqft",,https://www.zillow.com/homedetails/3300-Windy-Ridge-Pkwy-SE-UNIT-804-Atlanta-GA-30339/87686952_zpid/
Condo For Sale,3280 Stillhouse Ln SE UNIT 407,33.873085,-84.462776,Atlanta,GA,30339,"$598,000","4 bds , 4 ba , 2,638 sqft",PalmerHouse Properties,https://www.zillow.com/homedetails/3280-Stillhouse-Ln-SE-UNIT-407-Atlanta-GA-30339/87678940_zpid/
Condo For Sale,2435 Palladian Manor Way SE # 2435,33.825702,-84.484224,Atlanta,GA,30339,"$450,000","4 bds , 4 ba , -- sqft",,https://www.zillow.com/homedetails/2435-Palladian-Manor-Way-SE-2435-Atlanta-GA-30339/2090665010_zpid/
House For Sale,3053 Farmington Ln SE,33.849376,-84.466355,Atlanta,GA,30339,"$865,000","4 bds , 5 ba , 4,263 sqft",Berkshire Hathaway HomeServices Georgia Properties - Smyrna-Vinings Office,https://www.zillow.com/homedetails/3053-Farmington-Ln-SE-Atlanta-GA-30339/14318771_zpid/
Condo For Sale,3280 Stillhouse Ln SE UNIT 411,33.873062,-84.462768,Atlanta,GA,30339,"$949,000","4 bds , 4 ba , 4,512 sqft",PalmerHouse Properties,https://www.zillow.com/homedetails/3280-Stillhouse-Ln-SE-UNIT-411-Atlanta-GA-30339/87686564_zpid/
Condo For Sale,4955 Ivy Ridge Dr SE UNIT 103,33.843387,-84.483276,Atlanta,GA,30339,"$269,000","2 bds , 2 ba , 1,828 sqft",JOHN BAILEY REALTY INC,https://www.zillow.com/homedetails/4955-Ivy-Ridge-Dr-SE-UNIT-103-Atlanta-GA-30339/2099863790_zpid/
Condo For Sale,3300 Windy Ridge Pkwy SE UNIT 1222,33.904081,-84.455916,Atlanta,GA,30339,"$422,000","2 bds , 2 ba , 1,388 sqft",,https://www.zillow.com/homedetails/3300-Windy-Ridge-Pkwy-SE-UNIT-1222-Atlanta-GA-30339/87679271_zpid/
House For Sale,2928 Vinings Forest Way SE,33.858612,-84.469262,Atlanta,GA,30339,"$1,100,000","5 bds , 5 ba , 4,237 sqft",,https://www.zillow.com/homedetails/2928-Vinings-Forest-Way-SE-Atlanta-GA-30339/14316984_zpid/
House For Sale,3150 Brandy Sta SE,33.857681,-84.462475,Atlanta,GA,30339,"$950,000","4 bds , 5 ba , 5,416 sqft",Dorsey Alston Realtors,https://www.zillow.com/homedetails/3150-Brandy-Sta-SE-Atlanta-GA-30339/14318860_zpid/
New Construction,418 Abbington River Ln,33.9081,-84.4615,Atlanta,GA,30339,"$919,900","4 bds , 5 ba , 4,155 sqft",,https://www.zillow.com/homedetails/418-Abbington-River-Ln-Atlanta-GA-30339/2090765003_zpid/
Condo For Sale,3300 Windy Ridge Pkwy SE UNIT 1710,33.904081,-84.455916,Atlanta,GA,30339,"$849,900","2 bds , 3 ba , 3,321 sqft",Atlanta Communities,https://www.zillow.com/homedetails/3300-Windy-Ridge-Pkwy-SE-UNIT-1710-Atlanta-GA-30339/87681985_zpid/
Condo For Sale,200 River Vista Dr UNIT 436,33.90184,-84.438369,ATLANTA,GA,30339,"$276,900","2 bds , 2 ba , 1,310 sqft",Berkshire Hathaway HomeServices Georgia Properties - Midtown Office,https://www.zillow.com/homedetails/200-River-Vista-Dr-UNIT-436-Atlanta-GA-30339/112434014_zpid/
Condo For Sale,3326 Paces Ferry Ave SE # 2,33.865647,-84.464673,Atlanta,GA,30339,"$899,900","4 bds , 5 ba , 4,128 sqft",,https://www.zillow.com/homedetails/3326-Paces-Ferry-Ave-SE-2-Atlanta-GA-30339/69329483_zpid/
For Sale by Owner,4251 Brookview Dr SE,33.849996,-84.479969,Atlanta,GA,30339,"$625,000","5 bds , 3 ba , 2,521 sqft",,https://www.zillow.com/homedetails/4251-Brookview-Dr-SE-Atlanta-GA-30339/14314634_zpid/
House For Sale,2769 Brookgrove Ln SE,33.840484,-84.473985,Atlanta,GA,30339,"$525,000","4 bds , 4 ba , 2,889 sqft",,https://www.zillow.com/homedetails/2769-Brookgrove-Ln-SE-Atlanta-GA-30339/14316720_zpid/
House For Sale,3014 Loridan Way SE,33.866739,-84.466038,Atlanta,GA,30339,"$1,150,000","5 bds , 5 ba , 6,310 sqft",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/3014-Loridan-Way-SE-Atlanta-GA-30339/14318559_zpid/
Townhouse For Sale,2835 Crescent Park Ln # 1072,33.893312,-84.472057,Atlanta,GA,30339,"$385,000","3 bds , 4 ba , 2,099 sqft",7 REAL ESTATE MANAGEMENT SERVICES,https://www.zillow.com/homedetails/2835-Crescent-Park-Ln-1072-Atlanta-GA-30339/87687635_zpid/
House For Sale,2690 Orchard Knob SE,33.850643,-84.475601,Atlanta,GA,30339,"$895,000","4 bds , 4 ba , 4,218 sqft",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/2690-Orchard-Knob-SE-Atlanta-GA-30339/14314807_zpid/
Condo For Sale,200 River Vista Dr UNIT 630,33.901118,-84.439895,ATLANTA,GA,30339,"$347,500","2 bds , 3 ba , 1,530 sqft",,https://www.zillow.com/homedetails/200-River-Vista-Dr-UNIT-630-Atlanta-GA-30339/112433428_zpid/
Townhouse For Sale,4762 Ivy Ridge Dr SE BUILDING 1,33.842609,-84.484539,Atlanta,GA,30339,"$294,900","3 bds , 3 ba , 2,040 sqft","Sellect Realty of Georgia, LLC",https://www.zillow.com/homedetails/4762-Ivy-Ridge-Dr-SE-BUILDING-1-Atlanta-GA-30339/60838110_zpid/
Condo For Sale,3115 Seven Pines Ct # 9,33.870249,-84.471224,Atlanta,GA,30339,"$108,000","1 bd , 1 ba , 625 sqft","RWATL, LLC",https://www.zillow.com/homedetails/3115-Seven-Pines-Ct-9-Atlanta-GA-30339/69331292_zpid/
House For Sale,4399 Woodland Brook Dr SE,33.846252,-84.469904,Atlanta,GA,30339,"$819,000","5 bds , 6 ba , 5,177 sqft",Worthmoore Realty,https://www.zillow.com/homedetails/4399-Woodland-Brook-Dr-SE-Atlanta-GA-30339/14316841_zpid/
New Construction,621 Abbington River Ln # 34,33.9081,-84.4615,Atlanta,GA,30339,"$679,900","3 bds , 4 ba , 3,250 sqft",,https://www.zillow.com/homedetails/621-Abbington-River-Ln-34-Atlanta-GA-30339/2090897575_zpid/
New Construction,506 Abbington River Ln # 28,33.9081,-84.4615,Atlanta,GA,30339,"$939,900","4 bds , 5 ba , 4,490 sqft",,https://www.zillow.com/homedetails/506-Abbington-River-Ln-28-Atlanta-GA-30339/2090897576_zpid/
New Construction,613 Abbington River Ln # 36,33.9081,-84.4615,Atlanta,GA,30339,"$679,900","3 bds , 4 ba , 3,250 sqft",,https://www.zillow.com/homedetails/613-Abbington-River-Ln-36-Atlanta-GA-30339/2090897574_zpid/
Condo For Sale,3006 Vinings Ferry Dr SE,33.862407,-84.465647,Atlanta,GA,30339,"$250,000","3 bds , 3 ba , 2,068 sqft",Knock Homes LLC,https://www.zillow.com/homedetails/3006-Vinings-Ferry-Dr-SE-Atlanta-GA-30339/14318617_zpid/
Condo For Sale,4850 Ivy Ridge Dr SE UNIT 403,33.843278,-84.483146,Atlanta,GA,30339,"$349,900","3 bds , 3 ba , 2,388 sqft",Berkshire Hathaway HomeServices Georgia Properties - Smyrna-Vinings Office,https://www.zillow.com/homedetails/4850-Ivy-Ridge-Dr-SE-UNIT-403-Atlanta-GA-30339/2090930421_zpid/
Condo For Sale,200 River Vista Dr UNIT 740,33.90184,-84.438369,ATLANTA,GA,30339,"$350,000","2 bds , 3 ba , 1,500 sqft",,https://www.zillow.com/homedetails/200-River-Vista-Dr-UNIT-740-Atlanta-GA-30339/112433929_zpid/
Condo For Sale,3300 Windy Ridge Pkwy SE UNIT 1102,33.904081,-84.455916,Atlanta,GA,30339,"$450,000","2 bds , 2 ba , 1,368 sqft",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/3300-Windy-Ridge-Pkwy-SE-UNIT-1102-Atlanta-GA-30339/87688696_zpid/
House For Sale,3107 Riverbrooke Trl,33.915348,-84.462287,Atlanta,GA,30339,"$528,900","3 bds , 4 ba , 3,305 sqft",Berkshire Hathaway HomeServices Georgia Properties - Smyrna-Vinings Office,https://www.zillow.com/homedetails/3107-Riverbrooke-Trl-Atlanta-GA-30339/87680980_zpid/
For Sale by Owner,3300 Windy Ridge Pkwy SE UNIT 1411,33.904081,-84.455916,Atlanta,GA,30339,"$469,000","2 bds , 2 ba , 1,484 sqft",,https://www.zillow.com/homedetails/3300-Windy-Ridge-Pkwy-SE-UNIT-1411-Atlanta-GA-30339/87685678_zpid/
House For Sale,4562 Rebel Valley Vw SE,33.842131,-84.473134,Atlanta,GA,30339,"$1,295,000","5 bds , 5 ba , 5,002 sqft",Berkshire Hathaway HomeServices Georgia Properties - Northeast Metro Atlanta,https://www.zillow.com/homedetails/4562-Rebel-Valley-Vw-SE-Atlanta-GA-30339/14316702_zpid/
Condo For Sale,200 River Vista Dr UNIT 221,33.901118,-84.439895,ATLANTA,GA,30339,"$345,000","2 bds , 3 ba , 1,500 sqft",PalmerHouse Properties,https://www.zillow.com/homedetails/200-River-Vista-Dr-UNIT-221-Atlanta-GA-30339/112087240_zpid/
House For Sale,5836 Riverstone Cir # 12,33.912814,-84.463022,Atlanta,GA,30339,"$407,000","3 bds , 4 ba , 3,650 sqft",,https://www.zillow.com/homedetails/5836-Riverstone-Cir-12-Atlanta-GA-30339/69327543_zpid/
House For Sale,3531 Preserve Dr SE,33.866131,-84.468861,Atlanta,GA,30339,"$679,900","5 bds , 5 ba , 4,946 sqft",,https://www.zillow.com/homedetails/3531-Preserve-Dr-SE-Atlanta-GA-30339/71117526_zpid/
House For Sale,4062 Keswick Dr SE,33.853172,-84.465723,Atlanta,GA,30339,"$925,000","6 bds , 7 ba , 7,140 sqft",,https://www.zillow.com/homedetails/4062-Keswick-Dr-SE-Atlanta-GA-30339/14318730_zpid/
House For Sale,3869 Brandy Station Ct SE,33.858439,-84.463875,Atlanta,GA,30339,"$1,490,000","7 bds , 6 ba , 7,300 sqft",THE REAL ESTATE COMPANY,https://www.zillow.com/homedetails/3869-Brandy-Station-Ct-SE-Atlanta-GA-30339/14318665_zpid/
House For Sale,3883 Fairfax Ct SE,33.858908,-84.460461,Atlanta,GA,30339,"$1,479,000","5 bds , 5 ba , 5,791 sqft",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/3883-Fairfax-Ct-SE-Atlanta-GA-30339/14318895_zpid/
House For Sale,4105 Brookview Dr SE,33.852284,-84.474286,Atlanta,GA,30339,"$725,000","4 bds , 4 ba , 4,311 sqft",Dorsey Alston Realtors,https://www.zillow.com/homedetails/4105-Brookview-Dr-SE-Atlanta-GA-30339/14316549_zpid/
House For Sale,1845 High Trl,33.91382,-84.451849,ATLANTA,GA,30339,"$1,139,000","6 bds , 5 ba , 6,574 sqft","Simple Showing, Inc",https://www.zillow.com/homedetails/1845-High-Trl-Atlanta-GA-30339/71115630_zpid/
House For Sale,3830 Randall Farm Rd SE,33.859929,-84.465197,Atlanta,GA,30339,"$1,475,000","6 bds , 7 ba , 6,229 sqft",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/3830-Randall-Farm-Rd-SE-Atlanta-GA-30339/14318645_zpid/
Condo For Sale,200 River Vista Dr UNIT 439,33.90184,-84.438369,ATLANTA,GA,30339,"$349,900","2 bds , 3 ba , 1,530 sqft",PalmerHouse Properties,https://www.zillow.com/homedetails/200-River-Vista-Dr-UNIT-439-Atlanta-GA-30339/112431906_zpid/
House For Sale,2885 Knob Hill Dr SE,33.85376,-84.471599,Atlanta,GA,30339,"$1,770,000","5 bds , 6 ba , 7,500 sqft",Ansley Atlanta Real Estate,https://www.zillow.com/homedetails/2885-Knob-Hill-Dr-SE-Atlanta-GA-30339/80428141_zpid/
House For Sale,4133 Orchard Lake Ct SE,33.854082,-84.474073,Atlanta,GA,30339,"$742,000","3 bds , 4 ba , 4,146 sqft",,https://www.zillow.com/homedetails/4133-Orchard-Lake-Ct-SE-Atlanta-GA-30339/14316559_zpid/
Condo For Sale,2950 Mount Wilkinson Pkwy SE UNIT 405,33.86882,-84.467331,Atlanta,GA,30339,"$435,000","2 bds , 2 ba , 1,452 sqft",Coldwell Banker Residential Brokerage - Buckhead West Paces Ferry,https://www.zillow.com/homedetails/2950-Mount-Wilkinson-Pkwy-SE-UNIT-405-Atlanta-GA-30339/87688790_zpid/
Condo For Sale,2700 Paces Ferry Rd SE UNIT 304,33.864662,-84.474739,Atlanta,GA,30339,"$795,000","2 bds , 2 ba , 1,766 sqft",Coldwell Banker Residential Brokerage - Perimeter,https://www.zillow.com/homedetails/2700-Paces-Ferry-Rd-SE-UNIT-304-Atlanta-GA-30339/99885600_zpid/
Condo For Sale,3300 Windy Ridge Pkwy SE UNIT 1022,33.904081,-84.455916,Atlanta,GA,30339,"$399,000","2 bds , 2 ba , 1,388 sqft",,https://www.zillow.com/homedetails/3300-Windy-Ridge-Pkwy-SE-UNIT-1022-Atlanta-GA-30339/87682492_zpid/
Condo For Sale,200 River Vista Dr UNIT 602,33.901118,-84.439895,ATLANTA,GA,30339,"$284,900","2 bds , 2 ba , 1,172 sqft",,https://www.zillow.com/homedetails/200-River-Vista-Dr-UNIT-602-Atlanta-GA-30339/112432407_zpid/
For Sale by Owner,2400 Cumberland Pkwy SE UNIT 424,33.860197,-84.478973,Atlanta,GA,30339,"$269,000","3 bds , 2 ba , 1,728 sqft",,https://www.zillow.com/homedetails/2400-Cumberland-Pkwy-SE-UNIT-424-Atlanta-GA-30339/60157499_zpid/
Condo For Sale,3621 Broughton Cir SE,33.864103,-84.473015,Atlanta,GA,30339,"$900,000","3 bds , 5 ba , 3,969 sqft",,https://www.zillow.com/homedetails/3621-Broughton-Cir-SE-Atlanta-GA-30339/2091806530_zpid/
For Sale by Owner,4625 Ivygate Cir SE,33.844592,-84.484562,Atlanta,GA,30339,"$434,900","4 bds , 4 ba , 3,412 sqft",,https://www.zillow.com/homedetails/4625-Ivygate-Cir-SE-Atlanta-GA-30339/60838149_zpid/
House For Sale,1775 High Trl,33.913628,-84.45273,Atlanta,GA,30339,"$999,999","8 bds , 5 ba , 4,000 sqft",Lenox Realty Atlanta LLC,https://www.zillow.com/homedetails/1775-High-Trl-Atlanta-GA-30339/71115742_zpid/
Condo For Sale,3300 Windy Ridge Pkwy SE UNIT 721,33.904081,-84.455916,Atlanta,GA,30339,"$374,000","2 bds , 2 ba , 1,368 sqft",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/3300-Windy-Ridge-Pkwy-SE-UNIT-721-Atlanta-GA-30339/87689414_zpid/
For Sale by Owner,3383 Stillhouse Rd SE,33.870393,-84.463549,Atlanta,GA,30339,"$1,350,000","5 bds , 6 ba , 6,920 sqft",,https://www.zillow.com/homedetails/3383-Stillhouse-Rd-SE-Atlanta-GA-30339/14318471_zpid/
Condo For Sale,4100 Paces Walk SE UNIT 1306,33.855486,-84.480221,Atlanta,GA,30339,"$245,000","2 bds , 2 ba , 1,304 sqft",Coldwell Banker Residential Brokerage - Sandy Springs,https://www.zillow.com/homedetails/4100-Paces-Walk-SE-UNIT-1306-Atlanta-GA-30339/61951275_zpid/
House For Sale,4532 Rebel Valley Vw SE,33.843138,-84.473778,Atlanta,GA,30339,"$829,000","4 bds , 4 ba , 4,200 sqft",Berkshire Hathaway HomeServices Georgia Properties - Smyrna-Vinings Office,https://www.zillow.com/homedetails/4532-Rebel-Valley-Vw-SE-Atlanta-GA-30339/14316705_zpid/
House For Sale,4754 Hedera Ct SE,33.837116,-84.46948,Atlanta,GA,30339,"$409,900","4 bds , 3 ba , 2,834 sqft",Re/Max Pure,https://www.zillow.com/homedetails/4754-Hedera-Ct-SE-Atlanta-GA-30339/2092232701_zpid/
Condo For Sale,3300 Windy Ridge Pkwy SE UNIT 1717,33.904081,-84.455916,Atlanta,GA,30339,"$499,000","2 bds , 2 ba , 1,282 sqft",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/3300-Windy-Ridge-Pkwy-SE-UNIT-1717-Atlanta-GA-30339/87680012_zpid/
House For Sale,3019 Loridan Way SE,33.867294,-84.46582,Atlanta,GA,30339,"$1,395,000","5 bds , 7 ba , 6,185 sqft",Dorsey Alston Realtors,https://www.zillow.com/homedetails/3019-Loridan-Way-SE-Atlanta-GA-30339/14318544_zpid/
House For Sale,3021 Riverbrooke Ct,33.915374,-84.464437,Atlanta,GA,30339,"$600,000","4 bds , 4 ba , 4,595 sqft",,https://www.zillow.com/homedetails/3021-Riverbrooke-Ct-Atlanta-GA-30339/87686465_zpid/
Condo For Sale,200 River Vista Dr UNIT 240,33.901118,-84.439895,ATLANTA,GA,30339,"$179,000","1 bd , 1 ba , 850 sqft",,https://www.zillow.com/homedetails/200-River-Vista-Dr-UNIT-240-Atlanta-GA-30339/112433849_zpid/
Condo For Sale,1205 Riverscall Ln,33.901967,-84.438559,Atlanta,GA,30339,"$525,000","4 bds , 5 ba , 2,018 sqft",Drew Allen Real Estate,https://www.zillow.com/homedetails/1205-Riverscall-Ln-Atlanta-GA-30339/2092437341_zpid/
Condo For Sale,1205 Riverscall Ln,33.901967,-84.438559,ATLANTA,GA,30339,"$525,000","4 bds , 5 ba , 2,813 sqft",DREW ALLEN REAL ESTATE INC,https://www.zillow.com/homedetails/1205-Riverscall-Ln-Atlanta-GA-30339/108606078_zpid/
House For Sale,3587 Grove Gate Ln,33.866791,-84.463184,Atlanta,GA,30339,"$990,000","5 bds , 5 ba , 4,742 sqft",,https://www.zillow.com/homedetails/3587-Grove-Gate-Ln-Atlanta-GA-30339/14318527_zpid/
Condo For Sale,902 River Vista Dr UNIT 902,33.901957,-84.439631,Atlanta,GA,30339,"$510,000","4 bds , 5 ba , 2,256 sqft",Berkshire Hathaway HomeServices Georgia Properties - Corporate Office,https://www.zillow.com/homedetails/902-River-Vista-Dr-UNIT-902-Atlanta-GA-30339/2092508720_zpid/
Lot/Land For Sale,2421 Maner Rd SE,33.825573,-84.483696,Atlanta,GA,30339,"$600,000",0.90 ac lot,PalmerHouse Properties & Assoc,https://www.zillow.com/homedetails/2421-Maner-Rd-SE-Atlanta-GA-30339/14314726_zpid/
