title,address,latitude,longitude,city,state,postal_code,price,facts and features,real estate provider,url
House For Sale,178 Johnson Ferry Rd NW,33.933677,-84.389937,ATLANTA,GA,30328,"$689,000","4 bds , 2 ba , 1,459 sqft",Solid Source Realty GA,https://www.zillow.com/homedetails/178-Johnson-Ferry-Rd-NW-Atlanta-GA-30328/35904036_zpid/
New Construction,14 Long Island Pl,33.927647,-84.387505,SANDY SPRINGS,GA,30328,"$1,175,000","5 bds , 4 ba , 4,100 sqft",BEACHAM AND COMPANY REALTORS,https://www.zillow.com/homedetails/14-Long-Island-Pl-Sandy-Springs-GA-30328/35904102_zpid/
House For Sale,7375 Wildercliff Dr,33.956199,-84.384776,SANDY SPRINGS,GA,30328,"$1,350,000","5 bds , 7 ba , 6,371 sqft",Dorsey Alston Realtors,https://www.zillow.com/homedetails/7375-Wildercliff-Dr-Sandy-Springs-GA-30328/35939020_zpid/
House For Sale,1050 Edgewater Dr,33.928954,-84.419774,SANDY SPRINGS,GA,30328,"$889,000","5 bds , 5 ba , 7,075 sqft",,https://www.zillow.com/homedetails/1050-Edgewater-Dr-Sandy-Springs-GA-30328/35912825_zpid/
Townhouse For Sale,6099 Boylston Dr # 2,33.921055,-84.376875,Sandy Springs,GA,30328,"$569,633","3 bds , 4 ba , 2,435 sqft",Engel & Volkers Buckhead Atlanta,https://www.zillow.com/homedetails/6099-Boylston-Dr-2-Sandy-Springs-GA-30328/2094455562_zpid/
New Construction,215 Belle Ln,33.918295,-84.390696,Sandy Springs,GA,30328,"$979,900","5 bds , 5 ba , 3,931 sqft",ENGEL & VOLKERS BUCKHEAD ATLANTA,https://www.zillow.com/homedetails/215-Belle-Ln-Sandy-Springs-GA-30328/2094464199_zpid/
New Construction,3026 Eamont Ter,33.914116,-84.383711,Sandy Springs,GA,30328,"$784,928","5 bds , 5 ba , 3,300 sqft",,https://www.zillow.com/homedetails/3026-Eamont-Ter-Sandy-Springs-GA-30328/2094537015_zpid/
House For Sale,46 High Top Cir,33.928727,-84.384574,ATLANTA,GA,30328,"$850,000","4 bds , 5 ba , 4,851 sqft",,https://www.zillow.com/homedetails/46-High-Top-Cir-Atlanta-GA-30328/97997427_zpid/
New Construction,6674 Cadence Blvd,33.935227,-84.363794,Sandy Springs,GA,30328,"$359,900","1 bd , 2 ba , 1,011 sqft",,https://www.zillow.com/homedetails/6674-Cadence-Blvd-Sandy-Springs-GA-30328/2094629844_zpid/
House For Sale,6130 River Shore Pkwy,33.921976,-84.400023,SANDY SPRINGS,GA,30328,"$659,000","6 bds , 4 ba , 3,355 sqft",RE/MAX Around Atlanta,https://www.zillow.com/homedetails/6130-River-Shore-Pkwy-Sandy-Springs-GA-30328/35905708_zpid/
New Construction,215 Belle Ln # 3,33.93133,-84.37341,Sandy Springs,GA,30328,"$979,900","5 bds , 5 ba , 4,020 sqft",Engel & Volkers Buckhead Atl.,https://www.zillow.com/homedetails/215-Belle-Ln-3-Sandy-Springs-GA-30328/2094925320_zpid/
House For Sale,825 Glengate Pl,33.934733,-84.367623,SANDY SPRINGS,GA,30328,"$925,000","6 bds , 7 ba , 6,500 sqft",,https://www.zillow.com/homedetails/825-Glengate-Pl-Sandy-Springs-GA-30328/65467551_zpid/
House For Sale,5995 Riverside Dr,33.918627,-84.406215,Sandy springs,GA,30328,"$2,495,000","7 bds , 6 ba , 7,576 sqft",Coldwell Banker Residential Brokerage - Sandy Springs,https://www.zillow.com/homedetails/5995-Riverside-Dr-Sandy-Springs-GA-30328/35905962_zpid/
Condo For Sale,799 Hammond Dr UNIT 427,33.917487,-84.3594,SANDY SPRINGS,GA,30328,"$169,999","1 bd , 2 ba , 803 sqft",Atlanta Communities,https://www.zillow.com/homedetails/799-Hammond-Dr-UNIT-427-Sandy-Springs-GA-30328/69374566_zpid/
New Construction,5965 Riverside Dr,33.917757,-84.406158,Sandy Springs,GA,30328,"$2,299,000","6 bds , 7 ba , 8,116 sqft",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/5965-Riverside-Dr-Sandy-Springs-GA-30328/35905967_zpid/
New Construction,3006 Eamont Ter,33.914116,-84.383711,Sandy Springs,GA,30328,"$848,299","5 bds , 4 ba , 3,150 sqft",,https://www.zillow.com/homedetails/3006-Eamont-Ter-Sandy-Springs-GA-30328/2095478407_zpid/
House For Sale,7380 Wildercliff Dr,33.956982,-84.386083,Sandy Springs,GA,30328,"$1,675,000","6 bds , 10 ba , 9,430 sqft",Beacham & Company GAMLS LLC,https://www.zillow.com/homedetails/7380-Wildercliff-Dr-Sandy-Springs-GA-30328/35939024_zpid/
New Construction,5950 Teton Way,33.9315,-84.3761,Sandy Springs,GA,30328,"$859,000","4 bds , 4 ba , 3,492 sqft",BEACHAM AND COMPANY REALTORS,https://www.zillow.com/homedetails/5950-Teton-Way-Sandy-Springs-GA-30328/2095839409_zpid/
New Construction,5955 Teton Way,33.9315,-84.3761,Sandy Springs,GA,30328,"$859,000","4 bds , 4 ba , 3,492 sqft",BEACHAM AND COMPANY REALTORS,https://www.zillow.com/homedetails/5955-Teton-Way-Sandy-Springs-GA-30328/2095839408_zpid/
New Construction,5970 Teton Way,33.9315,-84.3761,Sandy Springs,GA,30328,"$899,000","4 bds , 4 ba , 3,492 sqft",BEACHAM AND COMPANY REALTORS,https://www.zillow.com/homedetails/5970-Teton-Way-Sandy-Springs-GA-30328/2095864382_zpid/
New Construction,5975 Teton Way,33.9315,-84.3761,Sandy Springs,GA,30328,"$899,000","4 bds , 4 ba , 3,492 sqft",BEACHAM AND COMPANY REALTORS,https://www.zillow.com/homedetails/5975-Teton-Way-Sandy-Springs-GA-30328/2095864383_zpid/
New Construction,5965 Teton Way,33.9315,-84.3761,Sandy Springs,GA,30328,"$899,000","4 bds , 4 ba , 3,492 sqft",BEACHAM AND COMPANY REALTORS,https://www.zillow.com/homedetails/5965-Teton-Way-Sandy-Springs-GA-30328/2095864379_zpid/
New Construction,616 Esfun Trce,33.923929,-84.367127,ATLANTA,GA,30328,"$950,000","5 bds , 5 ba , 3,900 sqft",,https://www.zillow.com/homedetails/616-Esfun-Trce-Atlanta-GA-30328/98007412_zpid/
House For Sale,6728 Brandon Mill Rd,33.939086,-84.387269,Sandy Springs,GA,30328,"$695,000","6 bds , 5 ba , 4,000 sqft",DRAKE REALTY OF GA INC,https://www.zillow.com/homedetails/6728-Brandon-Mill-Rd-Sandy-Springs-GA-30328/35904359_zpid/
House For Sale,345 Cameron Ridge Dr,33.912553,-84.429819,SANDY SPRINGS,GA,30328,"$720,000","6 bds , 5 ba , 3,852 sqft",RE/MAX Professionals,https://www.zillow.com/homedetails/345-Cameron-Ridge-Dr-Sandy-Springs-GA-30328/35919472_zpid/
New Construction,2022 Wheaton Way,33.914116,-84.383711,Sandy Springs,GA,30328,"$706,260","4 bds , 4 ba , 2,675 sqft",,https://www.zillow.com/homedetails/2022-Wheaton-Way-Sandy-Springs-GA-30328/2096478593_zpid/
New Construction,2018 Wheaton Way,33.914116,-84.383711,Sandy Springs,GA,30328,"$659,945","4 bds , 4 ba , 2,675 sqft",,https://www.zillow.com/homedetails/2018-Wheaton-Way-Sandy-Springs-GA-30328/2096478590_zpid/
House For Sale,390 Hammond Dr,33.919426,-84.374495,ATLANTA,GA,30328,"$550,000","3 bds , 2 ba , 1,299 sqft",Realty Experts LLC,https://www.zillow.com/homedetails/390-Hammond-Dr-Atlanta-GA-30328/35936133_zpid/
Condo For Sale,795 Drive # 1707,33.9187,-84.359,Atlanta,GA,30328,"$240,000","2 bds , 2 ba , 1,106 sqft",,https://www.zillow.com/homedetails/795-Drive-1707-Atlanta-GA-30328/55017862_zpid/
House For Sale,1295 Heards Ferry Rd,33.918966,-84.432926,SANDY SPRINGS,GA,30328,"$2,995,000","6 bds , 9 ba , 7,085 sqft",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/1295-Heards-Ferry-Rd-Sandy-Springs-GA-30328/35919519_zpid/
