title,address,latitude,longitude,city,state,postal_code,price,facts and features,real estate provider,url
New Construction,2359 Montford Pl SE # 47,33.8628,-84.4845,Smyrna,GA,30080,"$520,953","3 bds , 4 ba , 3,057 sqft","Ashton Woods Realty, Llc",https://www.zillow.com/homedetails/2359-Montford-Pl-SE-47-Smyrna-GA-30080/2090409273_zpid/
Condo For Sale,40 Lakes Edge Dr SE,33.895454,-84.496336,SMYRNA,GA,30080,"$162,500","2 bds , 2 ba , 1,436 sqft",,https://www.zillow.com/homedetails/40-Lakes-Edge-Dr-SE-Smyrna-GA-30080/14310489_zpid/
Townhouse For Sale,1405 Hawthorne Ave SE,33.890719,-84.512667,SMYRNA,GA,30080,"$344,900","3 bds , 4 ba , 2,214 sqft",Southmark Properties Inc.,https://www.zillow.com/homedetails/1405-Hawthorne-Ave-SE-Smyrna-GA-30080/124730404_zpid/
House For Sale,1795 Martin Pl SE,33.90932,-84.532765,SMYRNA,GA,30080,"$305,000","8 bds , 4 ba , 2,527 sqft",Atlanta Home Connections,https://www.zillow.com/homedetails/1795-Martin-Pl-SE-Smyrna-GA-30080/14299626_zpid/
New Construction,518 Windy Hill Rd SE # WYTC4,33.893773,-84.540961,Smyrna,GA,30080,"$382,400+","3 bds , 3 ba , 2,870+ sqft",,https://www.zillow.com/community/smyrna-grove/2095343606_zpid/
New Construction,3421 Bryerstone Cir SE # I60X2L,33.870612,-84.481587,Smyrna,GA,30080,"$588,900+","5 bds , 5 ba , 3,294+ sqft",,https://www.zillow.com/community/highpointe-at-vinings/2093203230_zpid/
New Construction,518 Windy Hill Rd SE # 16T6ID,33.893773,-84.540961,Smyrna,GA,30080,"$408,400+","4 bds , 3.5 ba , 3,066+ sqft",,https://www.zillow.com/community/smyrna-grove/2095232962_zpid/
Condo For Sale,1106 Vinings Forest Ln SE,33.877177,-84.504984,SMYRNA,GA,30080,"$210,000","2 bds , 3 ba , 1,644 sqft",,https://www.zillow.com/homedetails/1106-Vinings-Forest-Ln-SE-Smyrna-GA-30080/60156046_zpid/
Townhouse For Sale,1654 Hammock Dr,33.849198,-84.502582,Smyrna,GA,30080,"$449,900","3 bds , 4 ba , 2,864 sqft",,https://www.zillow.com/homedetails/1654-Hammock-Dr-Smyrna-GA-30080/2090439801_zpid/
For Sale by Owner,500 Taylor Dr SE,33.908787,-84.538256,SMYRNA,GA,30080,"$265,000","3 bds , 2 ba , 1,434 sqft",,https://www.zillow.com/homedetails/500-Taylor-Dr-SE-Smyrna-GA-30080/71123686_zpid/
New Construction,4400 W Atlanta Rd SE # ELEGBK,33.845951,-84.492309,Smyrna,GA,30080,"$435,990+","3 bds , 3 ba , 2,349+ sqft",,https://www.zillow.com/community/4400-west/2093539164_zpid/
For Sale by Owner,3293 Millwood Trl SE,33.874189,-84.502845,SMYRNA,GA,30080,"$585,000","5 bds , 4 ba , 4,903 sqft",,https://www.zillow.com/homedetails/3293-Millwood-Trl-SE-Smyrna-GA-30080/60156451_zpid/
House For Sale,4535 Gateway Ct SE,33.841675,-84.493103,SMYRNA,GA,30080,"$725,000","5 bds , 5 ba , 5,576 sqft",Ansley Atlanta Real Estate,https://www.zillow.com/homedetails/4535-Gateway-Ct-SE-Smyrna-GA-30080/80426264_zpid/
New Construction,518 Windy Hill Rd SE # F5I7K1,33.893773,-84.540961,Smyrna,GA,30080,"$432,900+","4 bds , 3 ba , 3,580+ sqft",,https://www.zillow.com/community/smyrna-grove/2094938581_zpid/
House For Sale,2015 Belridge Ct SE,33.869821,-84.496831,SMYRNA,GA,30080,"$475,000","4 bds , 4 ba , 3,160 sqft",,https://www.zillow.com/homedetails/2015-Belridge-Ct-SE-Smyrna-GA-30080/60156762_zpid/
Condo For Sale,4424 Wilkerson Manor Dr SE # 4424,33.847318,-84.500814,Smyrna,GA,30080,"$312,900","3 bds , 3 ba , 2,254 sqft",COLDWELL BANKER RESIDENTIAL BROKERAGE,https://www.zillow.com/homedetails/4424-Wilkerson-Manor-Dr-SE-4424-Smyrna-GA-30080/2090491568_zpid/
Condo For Sale,32 Muncy Ct SE,33.895452,-84.49616,SMYRNA,GA,30080,"$176,900","2 bds , 2 ba , 1,400 sqft",Atlanta Communities,https://www.zillow.com/homedetails/32-Muncy-Ct-SE-Smyrna-GA-30080/14310465_zpid/
House For Sale,3710 Ashwood Dr SE,33.862385,-84.512998,SMYRNA,GA,30080,"$619,000","4 bds , 4 ba , 3,144 sqft",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/3710-Ashwood-Dr-SE-Smyrna-GA-30080/14304631_zpid/
Townhouse For Sale,2946 Lexington Trace Dr SE # 2946,33.881627,-84.502985,Smyrna,GA,30080,"$218,000","2 bds , 3 ba , 1,452 sqft",COLDWELL BANKER RESIDENTIAL BROKERAGE,https://www.zillow.com/homedetails/2946-Lexington-Trace-Dr-SE-2946-Smyrna-GA-30080/2090504518_zpid/
Condo For Sale,2946 Lexington Trace Dr SE,33.881621,-84.502981,SMYRNA,GA,30080,"$218,000","2 bds , 3 ba , 1,452 sqft",Coldwell Banker Residential Brokerage - Perimeter,https://www.zillow.com/homedetails/2946-Lexington-Trace-Dr-SE-Smyrna-GA-30080/14306931_zpid/
For Sale by Owner,840 Wells Cir SE,33.900624,-84.528865,SMYRNA,GA,30080,"$185,000","3 bds , 2 ba , 1,248 sqft",,https://www.zillow.com/homedetails/840-Wells-Cir-SE-Smyrna-GA-30080/14301636_zpid/
House For Sale,2391 Old Spring Rd SE,33.895019,-84.535241,SMYRNA,GA,30080,"$199,900","3 bds , 1 ba , 1,002 sqft",,https://www.zillow.com/homedetails/2391-Old-Spring-Rd-SE-Smyrna-GA-30080/14299930_zpid/
House For Sale,2325 Norbury Cv SE,33.849692,-84.486342,SMYRNA,GA,30080,"$500,000","5 bds , 4 ba , 4,586 sqft",Berkshire Hathaway HomeServices Georgia Properties - Smyrna-Vinings Office,https://www.zillow.com/homedetails/2325-Norbury-Cv-SE-Smyrna-GA-30080/60838163_zpid/
House For Sale,3710 Paces Park Cir SE,33.863625,-84.491246,SMYRNA,GA,30080,"$447,900","3 bds , 3 ba , 2,451 sqft",Berkshire Hathaway HomeServices Georgia Properties - East Cobb,https://www.zillow.com/homedetails/3710-Paces-Park-Cir-SE-Smyrna-GA-30080/60837983_zpid/
House For Sale,450 Cranleigh Rdg SE,33.892939,-84.521084,Smyrna,GA,30080,"$419,900","4 bds , 4 ba , -- sqft",Atlanta Communities,https://www.zillow.com/homedetails/450-Cranleigh-Rdg-SE-Smyrna-GA-30080/2090549524_zpid/
New Construction,1045 Moorewood Ln SE,33.891311,-84.519636,Smyrna,GA,30080,"$443,195","4 bds , 4 ba , 2,478 sqft",David Weekley Homes,https://www.zillow.com/homedetails/1045-Moorewood-Ln-SE-Smyrna-GA-30080/2091462051_zpid/
Condo For Sale,2100 W Village Ln SE,33.842171,-84.492723,SMYRNA,GA,30080,"$450,000","4 bds , 4 ba , 2,912 sqft",,https://www.zillow.com/homedetails/2100-W-Village-Ln-SE-Smyrna-GA-30080/97971628_zpid/
Townhouse For Sale,2100 W Village Ln SE # 2100,33.84236,-84.49253,Smyrna,GA,30080,"$450,000","4 bds , 4 ba , 2,912 sqft",,https://www.zillow.com/homedetails/2100-W-Village-Ln-SE-2100-Smyrna-GA-30080/2099196530_zpid/
New Construction,2150 Hinton Dr SE # 43,33.8752,-84.5034,Smyrna,GA,30080,"$567,946","3 bds , 5 ba , 3,100 sqft",Mark Spain Real Estate,https://www.zillow.com/homedetails/2150-Hinton-Dr-SE-43-Smyrna-GA-30080/2090553772_zpid/
New Construction,2138 Hinton Dr SE # 40,33.8752,-84.5034,Smyrna,GA,30080,"$616,571","3 bds , 5 ba , 3,100 sqft",Mark Spain Real Estate,https://www.zillow.com/homedetails/2138-Hinton-Dr-SE-40-Smyrna-GA-30080/2090554009_zpid/
New Construction,2209 Croston Ln SE # 37,33.88011,-84.493447,Smyrna,GA,30080,"$586,231","3 bds , 5 ba , 3,100 sqft",Mark Spain Real Estate,https://www.zillow.com/homedetails/2209-Croston-Ln-SE-37-Smyrna-GA-30080/2090555195_zpid/
New Construction,2188 Croston Ln SE # 29,33.8752,-84.5034,Smyrna,GA,30080,"$577,002","4 bds , 5 ba , 3,100 sqft",Mark Spain Real Estate,https://www.zillow.com/homedetails/2188-Croston-Ln-SE-29-Smyrna-GA-30080/2090555806_zpid/
New Construction,4410 Benfield Way SE # 27,33.8752,-84.5034,Smyrna,GA,30080,"$617,401","4 bds , 5 ba , 3,100 sqft",Mark Spain Real Estate,https://www.zillow.com/homedetails/4410-Benfield-Way-SE-27-Smyrna-GA-30080/2090555992_zpid/
New Construction,4410 Benfield Way SE,33.845951,-84.492309,Smyrna,GA,30080,"$619,541","4 bds , 5 ba , 3,100 sqft",,https://www.zillow.com/homedetails/4410-Benfield-Way-SE-Smyrna-GA-30080/2090556029_zpid/
New Construction,4406 Benfield Way SE,33.8752,-84.5034,Smyrna,GA,30080,"$586,179","3 bds , 5 ba , 3,100 sqft",Mark Spain Real Estate,https://www.zillow.com/homedetails/4406-Benfield-Way-SE-Smyrna-GA-30080/2090564201_zpid/
For Sale by Owner,3215 Concord Cir SE,33.875102,-84.520386,SMYRNA,GA,30080,"$355,000","3 bds , 3 ba , 2,550 sqft",,https://www.zillow.com/homedetails/3215-Concord-Cir-SE-Smyrna-GA-30080/14303178_zpid/
House For Sale,2143 Park Ave SE,33.83963,-84.492182,SMYRNA,GA,30080,"$435,000","4 bds , 4 ba , 3,015 sqft",REDFIN CORPORATION,https://www.zillow.com/homedetails/2143-Park-Ave-SE-Smyrna-GA-30080/87687312_zpid/
House For Sale,1758 Millside Dr SE,33.849684,-84.506161,SMYRNA,GA,30080,"$355,000","3 bds , 3 ba , 2,932 sqft",Virtual Properties Realty .Net,https://www.zillow.com/homedetails/1758-Millside-Dr-SE-Smyrna-GA-30080/14305848_zpid/
New Construction,3776 Huger Pl SE # GVVIY7,33.861783,-84.485283,Smyrna,GA,30080,"$499,900+","3 bds , 4 ba , 3,084+ sqft",,https://www.zillow.com/community/park-at-paces-ferry/2092164096_zpid/
House For Sale,2603 Lynnhaven Ln SE,33.863871,-84.518003,SMYRNA,GA,30080,"$440,000","4 bds , 4 ba , 3,228 sqft",,https://www.zillow.com/homedetails/2603-Lynnhaven-Ln-SE-Smyrna-GA-30080/60155912_zpid/
New Construction,136 Blakemore Dr SE # FA95VI,33.890601,-84.518367,Smyrna,GA,30080,"$450,990+","3 bds , 4 ba , 2,501+ sqft",,https://www.zillow.com/community/village-of-belmont-park/2092226944_zpid/
For Sale by Owner,28 Lakes Edge Dr SE,33.895299,-84.495633,SMYRNA,GA,30080,"$165,000","2 bds , 2 ba , 1,436 sqft",,https://www.zillow.com/homedetails/28-Lakes-Edge-Dr-SE-Smyrna-GA-30080/14310477_zpid/
Townhouse For Sale,2481 Lisette Dr SE,33.867965,-84.480984,SMYRNA,GA,30080,"$449,900","4 bds , 4 ba , 2,720 sqft","Sellect Realtors, LLC",https://www.zillow.com/homedetails/2481-Lisette-Dr-SE-Smyrna-GA-30080/125216996_zpid/
House For Sale,2638 Devin Ct SE,33.888688,-84.513149,SMYRNA,GA,30080,"$499,000","3 bds , 3 ba , 2,906 sqft",Johnny Walker Realty,https://www.zillow.com/homedetails/2638-Devin-Ct-SE-Smyrna-GA-30080/89579977_zpid/
New Construction,518 Windy Hill Rd SE # 10U6VR,33.893773,-84.540961,Smyrna,GA,30080,"$393,900+","3 bds , 2.5 ba , 2,909+ sqft",,https://www.zillow.com/community/smyrna-grove/2095232964_zpid/
House For Sale,4484 Oakdale Rd SE,33.844796,-84.495091,SMYRNA,GA,30080,"$549,900","4 bds , 4 ba , 3,600 sqft",Coldwell Banker Residential Brokerage - Roswell,https://www.zillow.com/homedetails/4484-Oakdale-Rd-SE-Smyrna-GA-30080/69332880_zpid/
Townhouse For Sale,2312 W Village Ln SE,33.840707,-84.489532,SMYRNA,GA,30080,"$400,000","3 bds , 4 ba , 2,384 sqft",BEACHAM AND COMPANY REALTORS,https://www.zillow.com/homedetails/2312-W-Village-Ln-SE-Smyrna-GA-30080/97879010_zpid/
Townhouse For Sale,1218 Poston Pl SE,33.888766,-84.51622,SMYRNA,GA,30080,"$328,000","3 bds , 3.5 ba , 2,111 sqft",Opendoor,https://www.zillow.com/homedetails/1218-Poston-Pl-SE-Smyrna-GA-30080/122145495_zpid/
Lot/Land For Sale,2153 Cooper Lake Pt,33.87766,-84.5032,Smyrna,GA,30080,"$299,000",0.49 ac lot,EXP Realty LLC,https://www.zillow.com/homedetails/2153-Cooper-Lake-Pt-Smyrna-GA-30080/2094698404_zpid/
New Construction,2153 Cooper Lake Rd SE,33.850808,-84.494959,Smyrna,GA,30080,"$1,200,000","6 bds , 6 ba , 7,000 sqft",EXP Realty LLC,https://www.zillow.com/homedetails/2153-Cooper-Lake-Rd-SE-Smyrna-GA-30080/97981825_zpid/
New Construction,518 Windy Hill Rd SE # TG2I5F,33.893773,-84.540961,Smyrna,GA,30080,"$437,900+","4 bds , 3 ba , 2,774+ sqft",,https://www.zillow.com/community/smyrna-grove/2094938580_zpid/
House For Sale,2827 Priestcliff Dr SE,33.893623,-84.504316,SMYRNA,GA,30080,"$299,900","3 bds , 2 ba , 2,004 sqft",,https://www.zillow.com/homedetails/2827-Priestcliff-Dr-SE-Smyrna-GA-30080/35812534_zpid/
New Construction,4244 Weaver St SE,33.850816,-84.496141,Smyrna,GA,30080,"$799,000","5 bds , 5 ba , 3,268 sqft",BEACHAM AND COMPANY REALTORS,https://www.zillow.com/homedetails/4244-Weaver-St-SE-Smyrna-GA-30080/2090708884_zpid/
New Construction,4240 Weaver St SE,33.850868,-84.496139,Smyrna,GA,30080,"$799,000","5 bds , 5 ba , 3,075 sqft",BEACHAM AND COMPANY REALTORS,https://www.zillow.com/homedetails/4240-Weaver-St-SE-Smyrna-GA-30080/2090708882_zpid/
House For Sale,1641 Telfair Way SE,33.888557,-84.508076,SMYRNA,GA,30080,"$405,000","4 bds , 4 ba , 2,640 sqft",Berkshire Hathaway HomeServices Georgia Properties - Midtown Office,https://www.zillow.com/homedetails/1641-Telfair-Way-SE-Smyrna-GA-30080/124860579_zpid/
New Construction,2289 Mclean Chase SE,33.862223,-84.485138,Smyrna,GA,30080,"$474,900","3 bds , 4 ba , 2,240 sqft",,https://www.zillow.com/homedetails/2289-Mclean-Chase-SE-Smyrna-GA-30080/2090729197_zpid/
New Construction,2285 Mclean Chase SE,33.862223,-84.485138,Smyrna,GA,30080,"$449,900","3 bds , 4 ba , 2,240 sqft",,https://www.zillow.com/homedetails/2285-Mclean-Chase-SE-Smyrna-GA-30080/2090729199_zpid/
New Construction,2277 Mclean Chase SE,33.862223,-84.485138,Smyrna,GA,30080,"$474,900","3 bds , 4 ba , 2,240 sqft",,https://www.zillow.com/homedetails/2277-Mclean-Chase-SE-Smyrna-GA-30080/2090729201_zpid/
New Construction,2384 Montford Pl SE,33.862223,-84.485138,Smyrna,GA,30080,"$524,900","3 bds , 4 ba , 3,057 sqft",,https://www.zillow.com/homedetails/2384-Montford-Pl-SE-Smyrna-GA-30080/2090729200_zpid/
Condo For Sale,907 Spring Heights Ln SE # 9,33.881768,-84.498966,SMYRNA,GA,30080,"$215,000","2 bds , 3 ba , 1,510 sqft",Owners.com,https://www.zillow.com/homedetails/907-Spring-Heights-Ln-SE-9-Smyrna-GA-30080/60837962_zpid/
New Construction,529 Mirrormont Dr SE,33.891311,-84.519636,Smyrna,GA,30080,"$392,091","2 bds , 3 ba , 1,638 sqft",,https://www.zillow.com/homedetails/529-Mirrormont-Dr-SE-Smyrna-GA-30080/2090736827_zpid/
New Construction,3613 Hester Ave SE # 58,33.8621,-84.4846,Smyrna,GA,30080,"$524,900","3 bds , 4 ba , 3,057 sqft","Ashton Woods Realty, Llc",https://www.zillow.com/homedetails/3613-Hester-Ave-SE-58-Smyrna-GA-30080/2090740056_zpid/
Townhouse For Sale,4142 Onslow Pl SE,33.85215,-84.496999,SMYRNA,GA,30080,"$565,000","3 bds , 4 ba , 4,527 sqft",,https://www.zillow.com/homedetails/4142-Onslow-Pl-SE-Smyrna-GA-30080/71116966_zpid/
Townhouse For Sale,4082 Thorndale Ln SE,33.85408,-84.493927,Smyrna,GA,30080,"$615,000","3 bds , 3 ba , 4,200 sqft",BHGRE Metro Brokers,https://www.zillow.com/homedetails/4082-Thorndale-Ln-SE-Smyrna-GA-30080/2101914521_zpid/
House For Sale,2861 Bernard Ln SE,33.882462,-84.509078,SMYRNA,GA,30080,"$519,500","4 bds , 4 ba , 2,705 sqft",DRAKE REALTY OF GA INC,https://www.zillow.com/homedetails/2861-Bernard-Ln-SE-Smyrna-GA-30080/97970107_zpid/
