title,address,latitude,longitude,city,state,postal_code,price,facts and features,real estate provider,url
New Construction,2414 Ellard Ter SE,33.871136,-84.482162,Smyrna,GA,30080,"$630,255","4 bds , 4 ba , 3,800 sqft",,https://www.zillow.com/homedetails/2414-Ellard-Ter-SE-Smyrna-GA-30080/2092775674_zpid/
New Construction,2408 Ellard Ter SE,33.871018,-84.48232,Smyrna,GA,30080,"$663,763","4 bds , 5 ba , 3,800 sqft",,https://www.zillow.com/homedetails/2408-Ellard-Ter-SE-Smyrna-GA-30080/2092811032_zpid/
House For Sale,4502 Glenpointe Way SE,33.844089,-84.49728,SMYRNA,GA,30080,"$415,000","4 bds , 3 ba , 3,330 sqft",,https://www.zillow.com/homedetails/4502-Glenpointe-Way-SE-Smyrna-GA-30080/60156603_zpid/
House For Sale,1105 Drewsbury Ct SE,33.877516,-84.488229,SMYRNA,GA,30080,"$409,900","4 bds , 3 ba , -- sqft",Atlanta Communities,https://www.zillow.com/homedetails/1105-Drewsbury-Ct-SE-Smyrna-GA-30080/60156818_zpid/
New Construction,3508 Fenton Dr SE # UA277T,33.867754,-84.493176,Smyrna,GA,30080,"$404,900+","3 bds , 3 ba , 1,940+ sqft",,https://www.zillow.com/community/lylebrooke/2093521817_zpid/
House For Sale,2821 Walker Ct SE,33.884306,-84.509947,SMYRNA,GA,30080,"$225,000","2 bds , 1 ba , 1,007 sqft",MAXIMUM ONE REALTY GREATER ATL,https://www.zillow.com/homedetails/2821-Walker-Ct-SE-Smyrna-GA-30080/14304909_zpid/
House For Sale,112 Blakemore Dr SE # A,33.891966,-84.519771,Smyrna,GA,30080,"$344,900","3 bds , 3 ba , 1,867 sqft",Live Love Atlanta LLC,https://www.zillow.com/homedetails/112-Blakemore-Dr-SE-A-Smyrna-GA-30080/2090809739_zpid/
New Construction,3421 Bryerstone Cir SE # UNQ40G,33.870612,-84.481587,Smyrna,GA,30080,"$528,900+","3 bds , 3 ba , 3,059+ sqft",,https://www.zillow.com/community/highpointe-at-vinings/2094974687_zpid/
New Construction,2025 Lee Rd SE,33.85694,-84.49558,Smyrna,GA,30080,"$799,900","5 bds , 4 ba , 3,800 sqft",Solid Source Realty GA,https://www.zillow.com/homedetails/2025-Lee-Rd-SE-Smyrna-GA-30080/2090817423_zpid/
House For Sale,4220 Maner St SE,33.850618,-84.49733,SMYRNA,GA,30080,"$825,000","5 bds , 5 ba , 4,020 sqft",,https://www.zillow.com/homedetails/4220-Maner-St-SE-Smyrna-GA-30080/14309328_zpid/
New Construction,2384 Montford Pl SE # 54,33.8628,-84.4845,Smyrna,GA,30080,"$524,900","3 bds , 4 ba , 3,057 sqft","Ashton Woods Realty, Llc",https://www.zillow.com/homedetails/2384-Montford-Pl-SE-54-Smyrna-GA-30080/2090841068_zpid/
New Construction,2282 Mclean Chase SE # 8,33.8706,-84.4836,Smyrna,GA,30080,"$424,900","3 bds , 4 ba , 2,240 sqft","Ashton Woods Realty, Llc",https://www.zillow.com/homedetails/2282-Mclean-Chase-SE-8-Smyrna-GA-30080/2090856318_zpid/
House For Sale,1150 Fleming St SE,33.889583,-84.51952,SMYRNA,GA,30080,"$475,000","4 bds , 4 ba , 2,408 sqft",,https://www.zillow.com/homedetails/1150-Fleming-St-SE-Smyrna-GA-30080/97970338_zpid/
Condo For Sale,1301 Cumberland Ct SE,33.875565,-84.482283,SMYRNA,GA,30080,"$169,900","2 bds , 2 ba , 1,332 sqft",,https://www.zillow.com/homedetails/1301-Cumberland-Ct-SE-Smyrna-GA-30080/14314480_zpid/
Lot/Land For Sale,3312 Spring Hill Pkwy SE,33.872359,-84.479681,SMYRNA,GA,30080,"$375,000",1.10 ac lot,,https://www.zillow.com/homedetails/3312-Spring-Hill-Pkwy-SE-Smyrna-GA-30080/14314585_zpid/
House For Sale,3330 Kathy Ln SE,33.86848,-84.509057,SMYRNA,GA,30080,"$400,000","4 bds , 3 ba , 2,464 sqft",RE/MAX Solutions,https://www.zillow.com/homedetails/3330-Kathy-Ln-SE-Smyrna-GA-30080/14305572_zpid/
New Construction,3858 Hillcrest Dr SE,33.859349,-84.48455,Smyrna,GA,30080,"$899,000","5 bds , 4 ba , 3,600 sqft",,https://www.zillow.com/homedetails/3858-Hillcrest-Dr-SE-Smyrna-GA-30080/2090884068_zpid/
Condo For Sale,2540 Josselyn Ln SE,33.868226,-84.48097,SMYRNA,GA,30080,"$435,000","3 bds , 4 ba , 2,540 sqft",,https://www.zillow.com/homedetails/2540-Josselyn-Ln-SE-Smyrna-GA-30080/124440713_zpid/
House For Sale,3413 Dencrest Ct SE,33.873121,-84.507138,SMYRNA,GA,30080,"$529,900","5 bds , 4 ba , 4,454 sqft",,https://www.zillow.com/homedetails/3413-Dencrest-Ct-SE-Smyrna-GA-30080/60156160_zpid/
House For Sale,3454 Shawnee Trl SE,33.868142,-84.505594,SMYRNA,GA,30080,"$325,000","5 bds , 3 ba , 2,388 sqft",,https://www.zillow.com/homedetails/3454-Shawnee-Trl-SE-Smyrna-GA-30080/14306594_zpid/
House For Sale,3138 Dunn St SE,33.87688,-84.51619,SMYRNA,GA,30080,"$400,000","4 bds , 3 ba , 1,872 sqft",,https://www.zillow.com/homedetails/3138-Dunn-St-SE-Smyrna-GA-30080/14303727_zpid/
House For Sale,3296 Millwood Trl SE,33.874323,-84.502149,SMYRNA,GA,30080,"$539,900","4 bds , 3 ba , 2,662 sqft",Berkshire Hathaway HomeServices Georgia Properties - Smyrna-Vinings Office,https://www.zillow.com/homedetails/3296-Millwood-Trl-SE-Smyrna-GA-30080/60156448_zpid/
House For Sale,3098 Nichols St SE,33.878369,-84.519601,SMYRNA,GA,30080,"$424,800","4 bds , 3 ba , 2,719 sqft",,https://www.zillow.com/homedetails/3098-Nichols-St-SE-Smyrna-GA-30080/87683152_zpid/
House For Sale,1867 Cedar Cliff Dr SE,33.863428,-84.498602,SMYRNA,GA,30080,"$485,000","6 bds , 4 ba , 4,154 sqft",Dorsey Alston Realtors,https://www.zillow.com/homedetails/1867-Cedar-Cliff-Dr-SE-Smyrna-GA-30080/14308556_zpid/
House For Sale,1923 Sadler Dr SE,33.857837,-84.497086,SMYRNA,GA,30080,"$775,000","5 bds , 5 ba , 5,116 sqft",Berkshire Hathaway HomeServices Georgia Properties - East Cobb,https://www.zillow.com/homedetails/1923-Sadler-Dr-SE-Smyrna-GA-30080/80426810_zpid/
New Construction,2209 Croston Ln SE,33.845951,-84.492309,Smyrna,GA,30080,"$592,751","3 bds , 5 ba , 3,100 sqft",,https://www.zillow.com/homedetails/2209-Croston-Ln-SE-Smyrna-GA-30080/2091022561_zpid/
New Construction,4378 Benfield Way SE,33.845951,-84.492309,Smyrna,GA,30080,"$573,876","4 bds , 5 ba , 2,900 sqft",,https://www.zillow.com/homedetails/4378-Benfield-Way-SE-Smyrna-GA-30080/2091022560_zpid/
House For Sale,1413 Wedmore Way SE,33.877902,-84.489124,SMYRNA,GA,30080,"$399,900","4 bds , 3 ba , 2,985 sqft",,https://www.zillow.com/homedetails/1413-Wedmore-Way-SE-Smyrna-GA-30080/60156804_zpid/
House For Sale,2108 Murren Dr SE,33.852757,-84.491794,SMYRNA,GA,30080,"$699,500","5 bds , 5 ba , 4,833 sqft",,https://www.zillow.com/homedetails/2108-Murren-Dr-SE-Smyrna-GA-30080/60156875_zpid/
New Construction,1605 Walker St SE,33.885167,-84.506984,Smyrna,GA,30080,"$795,000","5 bds , 4 ba , 3,190 sqft",Dorsey Alston Realtors,https://www.zillow.com/homedetails/1605-Walker-St-SE-Smyrna-GA-30080/2106927461_zpid/
New Construction,2438 Ellard Ter SE,33.871551,-84.482023,Smyrna,GA,30080,"$676,809","5 bds , 4 ba , 3,460 sqft",,https://www.zillow.com/homedetails/2438-Ellard-Ter-SE-Smyrna-GA-30080/2091104780_zpid/
New Construction,2444 Ellard Ter SE,33.871551,-84.482023,Smyrna,GA,30080,"$626,237","4 bds , 4 ba , 3,000 sqft",,https://www.zillow.com/homedetails/2444-Ellard-Ter-SE-Smyrna-GA-30080/2091105792_zpid/
New Construction,2200 Croston Ln SE,33.845951,-84.492309,Smyrna,GA,30080,"$591,840","3 bds , 5 ba , 2,900 sqft",,https://www.zillow.com/homedetails/2200-Croston-Ln-SE-Smyrna-GA-30080/2091134205_zpid/
House For Sale,3689 Spring Hill Rd SE,33.863674,-84.486419,SMYRNA,GA,30080,"$899,000","6 bds , 6 ba , 6,910 sqft",,https://www.zillow.com/homedetails/3689-Spring-Hill-Rd-SE-Smyrna-GA-30080/61951216_zpid/
New Construction,3776 Huger Pl SE # S9R244,33.861783,-84.485283,Smyrna,GA,30080,"$439,900+","3 bds , 4 ba , 2,243+ sqft",,https://www.zillow.com/community/park-at-paces-ferry/2092164098_zpid/
Apartment For Sale,2099 Valley Oaks Dr 2099 & # 2101,33.901587,-84.530483,Smyrna,GA,30080,"$234,900","Studio , -- ba , -- sqft",BHGRE Metro Brokers,https://www.zillow.com/homedetails/2099-Valley-Oaks-Dr-2099-&-2101-Smyrna-GA-30080/2091155000_zpid/
Apartment For Sale,2099 Valley Oaks Dr SE,33.90158,-84.530479,Smyrna,GA,30080,"$234,900","Studio , -- ba , -- sqft",BHGRE METRO BROKERS,https://www.zillow.com/homedetails/2099-Valley-Oaks-Dr-SE-Smyrna-GA-30080/2139413891_zpid/
Lot/Land For Sale,0 Seneca Ct,33.8752,-84.5034,Smyrna,GA,30080,"$275,000",0.70 ac lot,SOLID SOURCE REALTY INC.,https://www.zillow.com/homedetails/0-Seneca-Ct-Smyrna-GA-30080/2091169803_zpid/
House For Sale,5009 Groover Dr SE,33.830583,-84.490333,SMYRNA,GA,30080,"$409,900","4 bds , 3 ba , 2,700 sqft",Atlanta Communities,https://www.zillow.com/homedetails/5009-Groover-Dr-SE-Smyrna-GA-30080/97878939_zpid/
New Construction,3360 Pinetree Dr SE,33.87132,-84.511254,SMYRNA,GA,30080,"$825,000","5 bds , 5 ba , 3,300 sqft",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/3360-Pinetree-Dr-SE-Smyrna-GA-30080/14304708_zpid/
Lot/Land For Sale,1159 Powder Springs St SE,33.886786,-84.519571,SMYRNA,GA,30080,"$270,000",0.49 ac lot,,https://www.zillow.com/homedetails/1159-Powder-Springs-St-SE-Smyrna-GA-30080/14303348_zpid/
House For Sale,1170 Hill St SE,33.888733,-84.519235,SMYRNA,GA,30080,"$275,000","3 bds , 1 ba , 984 sqft",,https://www.zillow.com/homedetails/1170-Hill-St-SE-Smyrna-GA-30080/14303434_zpid/
House For Sale,4258 Millside Walk SE,33.850437,-84.505191,SMYRNA,GA,30080,"$370,000","5 bds , 4 ba , 3,104 sqft",,https://www.zillow.com/homedetails/4258-Millside-Walk-SE-Smyrna-GA-30080/14306256_zpid/
House For Sale,2679 Devin Ct SE,33.887659,-84.513679,SMYRNA,GA,30080,"$560,000","4 bds , 4 ba , 3,138 sqft",,https://www.zillow.com/homedetails/2679-Devin-Ct-SE-Smyrna-GA-30080/80418728_zpid/
House For Sale,4271 Ridgehurst Dr SE,33.856194,-84.505061,SMYRNA,GA,30080,"$513,000","5 bds , 5 ba , 5,784 sqft",,https://www.zillow.com/homedetails/4271-Ridgehurst-Dr-SE-Smyrna-GA-30080/14306339_zpid/
New Construction,308 Symphony Way SE,33.890601,-84.518367,Smyrna,GA,30080,"$490,157","3 bds , 4 ba , 2,501 sqft",,https://www.zillow.com/homedetails/308-Symphony-Way-SE-Smyrna-GA-30080/2091266632_zpid/
New Construction,2290 Mclean Chase SE,33.862185,-84.485008,Smyrna,GA,30080,"$474,900","3 bds , 4 ba , 2,240 sqft",,https://www.zillow.com/homedetails/2290-Mclean-Chase-SE-Smyrna-GA-30080/2091279947_zpid/
New Construction,2286 Mclean Chase SE,33.862185,-84.485008,Smyrna,GA,30080,"$439,900","3 bds , 4 ba , 2,240 sqft",,https://www.zillow.com/homedetails/2286-Mclean-Chase-SE-Smyrna-GA-30080/2091279948_zpid/
New Construction,2282 Mclean Chase SE,33.862185,-84.485008,Smyrna,GA,30080,"$424,900","3 bds , 4 ba , 2,240 sqft",,https://www.zillow.com/homedetails/2282-Mclean-Chase-SE-Smyrna-GA-30080/2091279949_zpid/
Townhouse For Sale,1419 Montclair Ct SE,33.879682,-84.51031,Smyrna,GA,30080,"$310,000","4 bds , 4 ba , 2,486 sqft",MAXIMUM ONE GREATER ATLANTA REALTORS,https://www.zillow.com/homedetails/1419-Montclair-Ct-SE-Smyrna-GA-30080/2129898656_zpid/
Townhouse For Sale,2235 Edgartown Ln SE,33.8497,-84.4913,Smyrna,GA,30080,"$510,000","3 bds , 5 ba , 4,290 sqft",,https://www.zillow.com/homedetails/2235-Edgartown-Ln-SE-Smyrna-GA-30080/2146357623_zpid/
New Construction,136 Blakemore Dr SE # B09C2M,33.891311,-84.519636,Smyrna,GA,30080,"$323,990+","2 bds , 3 ba , 1,516+ sqft",,https://www.zillow.com/community/village-of-belmont-cottages/2100052651_zpid/
House For Sale,2220 Simpson Rd SE,33.863154,-84.488157,SMYRNA,GA,30080,"$800,000","5 bds , 5 ba , 5,015 sqft",,https://www.zillow.com/homedetails/2220-Simpson-Rd-SE-Smyrna-GA-30080/60157072_zpid/
House For Sale,4035 Central Garden Dr SE,33.857618,-84.493351,SMYRNA,GA,30080,"$590,000","4 bds , 3 ba , 3,452 sqft",,https://www.zillow.com/homedetails/4035-Central-Garden-Dr-SE-Smyrna-GA-30080/118314955_zpid/
New Construction,518 Windy Hill Rd SE # WQM6PL,33.893773,-84.540961,Smyrna,GA,30080,"$407,900+","4 bds , 4 ba , 3,241+ sqft",BHHS GA Properties New Homes,https://www.zillow.com/community/smyrna-grove/2095268101_zpid/
House For Sale,2756 Stonecreek Rd SE,33.886267,-84.533317,SMYRNA,GA,30080,"$349,900","3 bds , 3 ba , 2,208 sqft",Atlanta Communities,https://www.zillow.com/homedetails/2756-Stonecreek-Rd-SE-Smyrna-GA-30080/14300187_zpid/
New Construction,2626 Hickory Hill Dr SE,33.88895,-84.518227,SMYRNA,GA,30080,"$665,000","5 bds , 4 ba , 3,370 sqft",BEACHAM AND COMPANY REALTORS,https://www.zillow.com/homedetails/2626-Hickory-Hill-Dr-SE-Smyrna-GA-30080/14303623_zpid/
Townhouse For Sale,2792 Farmstead Rd SE,33.884987,-84.4849,SMYRNA,GA,30080,"$139,900","2 bds , 2 ba , 1,040 sqft",,https://www.zillow.com/homedetails/2792-Farmstead-Rd-SE-Smyrna-GA-30080/14312577_zpid/
New Construction,136 Blakemore Dr SE # RSV1PT,33.891311,-84.519636,Smyrna,GA,30080,"$345,990+","3 bds , 4 ba , 1,793+ sqft",,https://www.zillow.com/community/village-of-belmont-cottages/2100052642_zpid/
Condo For Sale,2222 Edgartown Ln SE # 2222,33.850406,-84.491321,Smyrna,GA,30080,"$525,000","4 bds , 4 ba , 4,126 sqft",,https://www.zillow.com/homedetails/2222-Edgartown-Ln-SE-2222-Smyrna-GA-30080/2091437991_zpid/
New Construction,1080 Moorewood Ln SE,33.891311,-84.519636,Smyrna,GA,30080,"$373,333","3 bds , 3 ba , 1,673 sqft",,https://www.zillow.com/homedetails/1080-Moorewood-Ln-SE-Smyrna-GA-30080/2091462049_zpid/
New Construction,3618 Locklyn Ln SE,33.866329,-84.492232,Smyrna,GA,30080,"$481,474","4 bds , 4 ba , 2,632 sqft",,https://www.zillow.com/homedetails/3618-Locklyn-Ln-SE-Smyrna-GA-30080/2091476663_zpid/
New Construction,3470 Fenton Dr SE,33.866534,-84.49223,Smyrna,GA,30080,"$462,877","3 bds , 3 ba , 2,670 sqft",,https://www.zillow.com/homedetails/3470-Fenton-Dr-SE-Smyrna-GA-30080/2091477856_zpid/
New Construction,3454 Fenton Dr SE,33.880404,-84.505286,Smyrna,GA,30080,"$426,612","3 bds , 3 ba , 2,166 sqft",,https://www.zillow.com/homedetails/3454-Fenton-Dr-SE-Smyrna-GA-30080/2091493916_zpid/
New Construction,3421 Bryerstone Cir SE # O3LGDA,33.870612,-84.481587,Smyrna,GA,30080,"$528,900+","4 bds , 4 ba , 2,997+ sqft",,https://www.zillow.com/community/highpointe-at-vinings/2098080413_zpid/
New Construction,3421 Bryerstone Cir SE # 8ADOPW,33.870612,-84.481587,Smyrna,GA,30080,"$534,900+","3 bds , 3 ba , 2,852+ sqft",,https://www.zillow.com/community/highpointe-at-vinings/2093203229_zpid/
New Construction,3421 Bryerstone Cir SE # LW3AWI,33.870612,-84.481587,Smyrna,GA,30080,"$587,900+","4 bds , 5 ba , 3,451+ sqft",,https://www.zillow.com/community/highpointe-at-vinings/2093203231_zpid/
For Sale by Owner,1830 Alexander St SE,33.908311,-84.537067,SMYRNA,GA,30080,"$135,000","3 bds , 1 ba , 1,224 sqft",,https://www.zillow.com/homedetails/1830-Alexander-St-SE-Smyrna-GA-30080/14299410_zpid/
New Construction,136 Blakemore Dr SE # 7F1G06,33.891311,-84.519636,Smyrna,GA,30080,"$336,990+","3 bds , 3 ba , 1,672+ sqft",,https://www.zillow.com/community/village-of-belmont-cottages/2100052650_zpid/
New Construction,4232 Maner St SE,33.850233,-84.497333,SMYRNA,GA,30080,"$809,900","5 bds , 5 ba , 4,300 sqft",,https://www.zillow.com/homedetails/4232-Maner-St-SE-Smyrna-GA-30080/14309326_zpid/
House For Sale,826 Chrysler Ave SE,33.898344,-84.529338,SMYRNA,GA,30080,"$98,000","2 bds , 1 ba , -- sqft",,https://www.zillow.com/homedetails/826-Chrysler-Ave-SE-Smyrna-GA-30080/14301568_zpid/
New Construction,3776 Huger Pl SE # G0VP70,33.861783,-84.485283,Smyrna,GA,30080,"$499,900+","3 bds , 4 ba , 2,973+ sqft",,https://www.zillow.com/community/park-at-paces-ferry/2092164097_zpid/
House For Sale,424 Cranleigh Rdg SE,33.888463,-84.520745,Smyrna,GA,30080,"$424,900","3 bds , 4 ba , 2,576 sqft",,https://www.zillow.com/homedetails/424-Cranleigh-Rdg-SE-Smyrna-GA-30080/2091633383_zpid/
New Construction,518 Windy Hill Rd SE # FEWBYU,33.893773,-84.540961,Smyrna,GA,30080,"$426,900+","4 bds , 4 ba , 3,245+ sqft",,https://www.zillow.com/community/smyrna-grove/2095356585_zpid/
New Construction,518 Windy Hill Rd SE # OKZ90E,33.893773,-84.540961,Smyrna,GA,30080,"$397,900+","4 bds , 3 ba , 2,951+ sqft",,https://www.zillow.com/community/smyrna-grove/2095356583_zpid/
For Sale by Owner,1124 Oakdale Dr SE,33.869117,-84.520962,SMYRNA,GA,30080,"$264,900","3 bds , 2 ba , 1,181 sqft",,https://www.zillow.com/homedetails/1124-Oakdale-Dr-SE-Smyrna-GA-30080/14303020_zpid/
House For Sale,4256 Weaver St SE,33.850031,-84.496348,SMYRNA,GA,30080,"$649,900","4 bds , 4 ba , 3,756 sqft",RE/MAX Around Atlanta,https://www.zillow.com/homedetails/4256-Weaver-St-SE-Smyrna-GA-30080/89577601_zpid/
New Construction,3421 Bryerstone Cir SE # PD19WN,33.870612,-84.481587,Smyrna,GA,30080,"$635,900+","4 bds , 4 ba , 3,633+ sqft",,https://www.zillow.com/community/highpointe-at-vinings/2094974686_zpid/
New Construction,518 Windy Hill Rd SE # EH2I5V,33.893773,-84.540961,Smyrna,GA,30080,"$409,400+","4 bds , 3.5 ba , 3,040+ sqft",,https://www.zillow.com/community/smyrna-grove/2095232961_zpid/
New Construction,3421 Bryerstone Cir SE # TO0413,33.870612,-84.481587,Smyrna,GA,30080,"$560,900+","5 bds , 4 ba , 3,472+ sqft",,https://www.zillow.com/community/highpointe-at-vinings/2098080415_zpid/
New Construction,2411 Ellard Ter SE,33.871551,-84.482023,Smyrna,GA,30080,"$590,953","4 bds , 3 ba , 3,000 sqft",,https://www.zillow.com/homedetails/2411-Ellard-Ter-SE-Smyrna-GA-30080/2091727337_zpid/
New Construction,2417 Ellard Ter SE,33.871551,-84.482023,Smyrna,GA,30080,"$599,900","4 bds , 3 ba , 3,000 sqft",,https://www.zillow.com/homedetails/2417-Ellard-Ter-SE-Smyrna-GA-30080/2091728901_zpid/
New Construction,2201 Croston Ln SE,33.845951,-84.492309,Smyrna,GA,30080,"$613,555","4 bds , 5 ba , 3,130 sqft",,https://www.zillow.com/homedetails/2201-Croston-Ln-SE-Smyrna-GA-30080/2091729811_zpid/
New Construction,2294 Mclean Chase SE # 11,33.8706,-84.4836,Smyrna,GA,30080,"$449,900","3 bds , 4 ba , 2,249 sqft","Ashton Woods Realty, Llc",https://www.zillow.com/homedetails/2294-Mclean-Chase-SE-11-Smyrna-GA-30080/2091770920_zpid/
Townhouse For Sale,2101 Monhegan Way SE,33.849512,-84.491321,Smyrna,GA,30080,"$516,000","4 bds , 5 ba , 4,145 sqft",Mark Spain Real Estate,https://www.zillow.com/homedetails/2101-Monhegan-Way-SE-Smyrna-GA-30080/2091770919_zpid/
New Construction,518 Windy Hill Rd SE # PPG8C5,33.893773,-84.540961,Smyrna,GA,30080,"$380,900+","3 bds , 3 ba , 2,625+ sqft",,https://www.zillow.com/community/smyrna-grove/2095356584_zpid/
House For Sale,3539 Paces Ferry Cir SE,33.863665,-84.493449,SMYRNA,GA,30080,"$740,000","4 bds , 4 ba , 4,380 sqft",,https://www.zillow.com/homedetails/3539-Paces-Ferry-Cir-SE-Smyrna-GA-30080/14309540_zpid/
New Construction,1076 Moorewood Ln SE # 55,33.890522,-84.520278,Smyrna,GA,30080,"$375,110","3 bds , 3 ba , -- sqft",David Weekley Homes,https://www.zillow.com/homedetails/1076-Moorewood-Ln-SE-55-Smyrna-GA-30080/2091873848_zpid/
New Construction,1080 Moorewood Ln SE # 54,33.890493,-84.520261,Smyrna,GA,30080,"$359,333","3 bds , 3 ba , -- sqft",David Weekley Homes,https://www.zillow.com/homedetails/1080-Moorewood-Ln-SE-54-Smyrna-GA-30080/2091874048_zpid/
New Construction,505 Mirrormont Dr SE # 51,33.890402,-84.519326,Smyrna,GA,30080,"$373,322","3 bds , 4 ba , -- sqft",David Weekley Homes,https://www.zillow.com/homedetails/505-Mirrormont-Dr-SE-51-Smyrna-GA-30080/2091874229_zpid/
New Construction,316 Symphony Way SE,33.890601,-84.518367,Smyrna,GA,30080,"$490,184","3 bds , 3 ba , 2,671 sqft",,https://www.zillow.com/homedetails/316-Symphony-Way-SE-Smyrna-GA-30080/2091879571_zpid/
New Construction,2146 Sonoma Dr SE,33.867416,-84.493176,Smyrna,GA,30080,"$465,900","3 bds , 4 ba , 2,650 sqft",,https://www.zillow.com/homedetails/2146-Sonoma-Dr-SE-Smyrna-GA-30080/2092485548_zpid/
House For Sale,304 Berkeley Ct SE,33.864508,-84.518677,SMYRNA,GA,30080,"$364,000","3 bds , 3 ba , 2,728 sqft",,https://www.zillow.com/homedetails/304-Berkeley-Ct-SE-Smyrna-GA-30080/60155832_zpid/
House For Sale,1950 Cooper Lake Dr SE,33.854354,-84.497166,SMYRNA,GA,30080,"$648,900","4 bds , 5 ba , 4,525 sqft",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/1950-Cooper-Lake-Dr-SE-Smyrna-GA-30080/61951124_zpid/
New Construction,1076 Moorewood Ln SE,33.891311,-84.519636,Smyrna,GA,30080,"$385,110","3 bds , 4 ba , 1,806 sqft",,https://www.zillow.com/homedetails/1076-Moorewood-Ln-SE-Smyrna-GA-30080/2091953972_zpid/
New Construction,505 Mirrormont Dr SE,33.891311,-84.519636,Smyrna,GA,30080,"$382,322","2 bds , 3 ba , 1,640 sqft",,https://www.zillow.com/homedetails/505-Mirrormont-Dr-SE-Smyrna-GA-30080/2091953971_zpid/
New Construction,1041 Moorewood Ln SE,33.891311,-84.519636,Smyrna,GA,30080,"$459,068","3 bds , 3 ba , 2,385 sqft",,https://www.zillow.com/homedetails/1041-Moorewood-Ln-SE-Smyrna-GA-30080/2091975279_zpid/
New Construction,3461 Fenton Dr SE,33.867326,-84.492747,Smyrna,GA,30080,"$539,900","3 bds , 4 ba , 2,624 sqft",EA Brokerage LLC,https://www.zillow.com/homedetails/3461-Fenton-Dr-SE-Smyrna-GA-30080/2092012414_zpid/
House For Sale,3737 King Springs Rd SE,33.862395,-84.516105,SMYRNA,GA,30080,"$219,900","3 bds , 3 ba , 1,770 sqft",Vision Realty & Management,https://www.zillow.com/homedetails/3737-King-Springs-Rd-SE-Smyrna-GA-30080/14303935_zpid/
House For Sale,3532 Dunn St SE,33.868473,-84.517351,SMYRNA,GA,30080,"$288,000","3 bds , 3 ba , 1,306 sqft",,https://www.zillow.com/homedetails/3532-Dunn-St-SE-Smyrna-GA-30080/14303918_zpid/
House For Sale,4108 Onslow Pl SE,33.853315,-84.496335,SMYRNA,GA,30080,"$775,000","6 bds , 6 ba , 6,566 sqft",,https://www.zillow.com/homedetails/4108-Onslow-Pl-SE-Smyrna-GA-30080/71117373_zpid/
Lot/Land For Sale,2451 N Mathews St SE,33.892591,-84.504783,Smyrna,GA,30080,"$189,000",1.16 ac lot,,https://www.zillow.com/homedetails/2451-N-Mathews-St-SE-Smyrna-GA-30080/14307290_zpid/
For Sale by Owner,4333 Bridgehaven Dr SE # 19,33.850971,-84.492327,SMYRNA,GA,30080,"$674,900","4 bds , 5 ba , 4,800 sqft",,https://www.zillow.com/homedetails/4333-Bridgehaven-Dr-SE-19-Smyrna-GA-30080/87685174_zpid/
House For Sale,3840 Glenhurst Dr SE,33.861412,-84.502791,SMYRNA,GA,30080,"$544,900","5 bds , 5 ba , 5,060 sqft",RCM National Realty LLC,https://www.zillow.com/homedetails/3840-Glenhurst-Dr-SE-Smyrna-GA-30080/14306440_zpid/
New Construction,3269 Lee St SE,33.874016,-84.514027,SMYRNA,GA,30080,"$739,000","5 bds , 5 ba , 3,500 sqft",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/3269-Lee-St-SE-Smyrna-GA-30080/14304774_zpid/
House For Sale,2685 Grady St SE,33.887451,-84.521867,SMYRNA,GA,30080,"$639,000","5 bds , 5 ba , 5,801 sqft",House Hunters Atlanta Inc,https://www.zillow.com/homedetails/2685-Grady-St-SE-Smyrna-GA-30080/89575785_zpid/
House For Sale,3432 Belridge Dr SE,33.869818,-84.499237,SMYRNA,GA,30080,"$479,500","5 bds , 4 ba , 3,654 sqft",,https://www.zillow.com/homedetails/3432-Belridge-Dr-SE-Smyrna-GA-30080/60156557_zpid/
New Construction,1068 Moorewood Ln SE,33.891311,-84.519636,Smyrna,GA,30080,"$368,670","3 bds , 3 ba , 1,672 sqft",,https://www.zillow.com/homedetails/1068-Moorewood-Ln-SE-Smyrna-GA-30080/2092226951_zpid/
New Construction,332 Symphony Way SE,33.890601,-84.518367,Smyrna,GA,30080,"$470,646","3 bds , 3 ba , 2,317 sqft",,https://www.zillow.com/homedetails/332-Symphony-Way-SE-Smyrna-GA-30080/2092226943_zpid/
New Construction,1021 Moorewood Ln SE,33.891311,-84.519636,Smyrna,GA,30080,"$455,546","4 bds , 4 ba , 2,511 sqft",,https://www.zillow.com/homedetails/1021-Moorewood-Ln-SE-Smyrna-GA-30080/2092226946_zpid/
New Construction,1068 Moorewood Ln SE # 57,33.8906,-84.5206,Smyrna,GA,30080,"$359,670","3 bds , 3 ba , -- sqft",David Weekley Homes,https://www.zillow.com/homedetails/1068-Moorewood-Ln-SE-57-Smyrna-GA-30080/2092272473_zpid/
New Construction,1089 Bank St SE,33.884802,-84.52169,SMYRNA,GA,30080,"$709,900","5 bds , 4 ba , 3,750 sqft",Atlanta Communities,https://www.zillow.com/homedetails/1089-Bank-St-SE-Smyrna-GA-30080/89578208_zpid/
