title,address,city,state,postal_code,price,#bedrooms,#bathrooms,sqft,real estate provider,url
Condo For Sale,860 Peachtree St NE UNIT 1115,Atlanta,GA,30308,279500,1,1,701,VIRTUAL PROPERTIES REALTY BIZ,https://www.zillow.com/homedetails/860-Peachtree-St-NE-UNIT-1115-Atlanta-GA-30308/71759084_zpid/
Condo For Sale,860 Peachtree St NE UNIT 1103,Atlanta,GA,30308,259900,1,1,707,SOLID SOURCE REALTY GA LLC,https://www.zillow.com/homedetails/860-Peachtree-St-NE-UNIT-1103-Atlanta-GA-30308/71757828_zpid/
House For Sale,421 7th St NE,Atlanta,GA,30308,1100000,3,3,"2,592",Dorsey Alston Realtors,https://www.zillow.com/homedetails/421-7th-St-NE-Atlanta-GA-30308/35879880_zpid/
Condo For Sale,800 Peachtree St NE APT 8229,Atlanta,GA,30308,244900,1,1,"1,004",Atlanta Communities,https://www.zillow.com/homedetails/800-Peachtree-St-NE-APT-8229-Atlanta-GA-30308/65462023_zpid/
Condo For Sale,300 Peachtree St NE APT 16E,Atlanta,GA,30308,179850,1,1,721,RE/MAX Metro Atlanta Cityside,https://www.zillow.com/homedetails/300-Peachtree-St-NE-APT-16E-Atlanta-GA-30308/35888904_zpid/
Condo For Sale,300 Peachtree St NE APT 16J,Atlanta,GA,30308,180000,1,1,722,MAXIMUM ONE REALTY GREATER ATL,https://www.zillow.com/homedetails/300-Peachtree-St-NE-APT-16J-Atlanta-GA-30308/35889006_zpid/
Condo For Sale,45 Ivan Allen Jr Blvd NW UNIT 2704,Atlanta,GA,30308,2695000,3,4,"4,154",Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/45-Ivan-Allen-Jr-Blvd-NW-UNIT-2704-Atlanta-GA-30308/108605485_zpid/
Condo For Sale,679 Durant Pl NE APT E,Atlanta,GA,30308,350000,2,1,"1,460",KELLER KNAPP INC,https://www.zillow.com/homedetails/679-Durant-Pl-NE-APT-E-Atlanta-GA-30308/2099607836_zpid/
Condo For Sale,845 Spring St NW UNIT 527,Atlanta,GA,30308,289900,1,1,"1,025",,https://www.zillow.com/homedetails/845-Spring-St-NW-UNIT-527-Atlanta-GA-30308/82632547_zpid/
Condo For Sale,300 NW W. Peachtree # 16-L,Atlanta,GA,30308,145000,1,1,609,,https://www.zillow.com/homedetails/300-NW-W-Peachtree-16-L-Atlanta-GA-30308/2090522743_zpid/
Condo For Sale,860 Peachtree St NE UNIT 2803,Atlanta,GA,30308,299000,1,1,707,Atlanta Fine Homes Sotheby's International Realty,https://www.zillow.com/homedetails/860-Peachtree-St-NE-UNIT-2803-Atlanta-GA-30308/71754990_zpid/
Condo For Sale,800 Peachtree St NE APT 8414,Atlanta,GA,30308,210000,1,1,852,PalmerHouse Properties,https://www.zillow.com/homedetails/800-Peachtree-St-NE-APT-8414-Atlanta-GA-30308/65462061_zpid/
Condo For Sale,215 Piedmont Ave NE APT 1905,Atlanta,GA,30308,120000,1,1,550,Replete Realty LLC,https://www.zillow.com/homedetails/215-Piedmont-Ave-NE-APT-1905-Atlanta-GA-30308/35881731_zpid/
Condo For Sale,345 7th St NE # 7,Atlanta,GA,30308,189000,2,1,942,Coldwell Banker Residential Brokerage - Intown,https://www.zillow.com/homedetails/345-7th-St-NE-7-Atlanta-GA-30308/35879794_zpid/
Condo For Sale,800 Peachtree St NE APT 1018,Atlanta,GA,30308,200000,1,1,775,RE/MAX Metro Atlanta Cityside,https://www.zillow.com/homedetails/800-Peachtree-St-NE-APT-1018-Atlanta-GA-30308/65461855_zpid/
Condo For Sale,800 Peachtree St NE APT 104,Atlanta,GA,30308,230000,1,1,--,Ansley Atlanta Real Estate,https://www.zillow.com/homedetails/800-Peachtree-St-NE-APT-104-Atlanta-GA-30308/65461810_zpid/
Condo For Sale,805 Peachtree St NE UNIT 317,Atlanta,GA,30308,839000,3,3,"2,850",ABOVE ATLANTA  LLC,https://www.zillow.com/homedetails/805-Peachtree-St-NE-UNIT-317-Atlanta-GA-30308/82611656_zpid/
House For Sale,950 Gaston St SW,Atlanta,GA,30310,235000,3,2,954,,https://www.zillow.com/homedetails/950-Gaston-St-SW-Atlanta-GA-30310/65440741_zpid/
House For Sale,966 Gaston St SW,Atlanta,GA,30310,294900,3,3,"1,331",Coldwell Banker Residential Brokerage - Buckhead West Paces Ferry,https://www.zillow.com/homedetails/966-Gaston-St-SW-Atlanta-GA-30310/35841407_zpid/
House For Sale,765 Brookline St SW,Atlanta,GA,30310,299000,3,2,"1,328",,https://www.zillow.com/homedetails/765-Brookline-St-SW-Atlanta-GA-30310/35831214_zpid/
House For Sale,500 Stephens St SW,Atlanta,GA,30310,49000,1,1,624,,https://www.zillow.com/homedetails/500-Stephens-St-SW-Atlanta-GA-30310/35890285_zpid/
House For Sale,870 Smith St SW,Atlanta,GA,30310,190000,3,3,"1,824",,https://www.zillow.com/homedetails/870-Smith-St-SW-Atlanta-GA-30310/69346667_zpid/
House For Sale,1164 Sells Ave SW,Atlanta,GA,30310,299000,4,2,"1,116","Keller Knapp, Inc",https://www.zillow.com/homedetails/1164-Sells-Ave-SW-Atlanta-GA-30310/35835188_zpid/
House For Sale,1100 White Oak Ave SW,Atlanta,GA,30310,215000,3,2,"1,221",,https://www.zillow.com/homedetails/1100-White-Oak-Ave-SW-Atlanta-GA-30310/35836089_zpid/
House For Sale,377 Lawton St SW,Atlanta,GA,30310,220000,3,3,"1,480",,https://www.zillow.com/homedetails/377-Lawton-St-SW-Atlanta-GA-30310/69343546_zpid/
House For Sale,947 Smith St SW,Atlanta,GA,30310,50000,1,1,662,,https://www.zillow.com/homedetails/947-Smith-St-SW-Atlanta-GA-30310/35890652_zpid/
House For Sale,573 Holderness St SW,Atlanta,GA,30310,435000,4,3,--,"AREA WEST REALTY, LLC",https://www.zillow.com/homedetails/573-Holderness-St-SW-Atlanta-GA-30310/35842916_zpid/
House For Sale,1816 Sylvan Rd SW,Atlanta,GA,30310,159000,4,1,"1,132",Coldwell Banker Residential Brokerage - Intown,https://www.zillow.com/homedetails/1816-Sylvan-Rd-SW-Atlanta-GA-30310/35829585_zpid/
Apartment For Sale,1285 Epworth St SW,Atlanta,GA,30310,220000,3,1,959,"Opulent Real Estate Services, LLC",https://www.zillow.com/homedetails/1285-Epworth-St-SW-Atlanta-GA-30310/35840949_zpid/
House For Sale,518 E Ontario Ave SW,Atlanta,GA,30310,375000,3,4,"2,631",Knock Homes LLC,https://www.zillow.com/homedetails/518-E-Ontario-Ave-SW-Atlanta-GA-30310/35846997_zpid/
House For Sale,999 Smith St SW,Atlanta,GA,30310,220000,3,3,"1,288",Williams Property Group,https://www.zillow.com/homedetails/999-Smith-St-SW-Atlanta-GA-30310/35890777_zpid/
